,name,Position,Academic Year,Height,Weight,Hometown,High School,Year,sport,Sport
3,Hollis Bartlett, Distance, Sr.,NA,NA," Fort Myers, Fla.", Fort Myers,2015,womens-track-and-field,
4,Mackenzie Baysinger, Distance, So.,NA,NA," Rockldge, Fla.", Rockledge,2015,womens-track-and-field,
5,Bridget Blake, Distance/Steeplechase, So.,NA,NA," Orlando, Fla.", Dr. Phillips,2015,womens-track-and-field,
6,Kiera Brown, Sprints, So.,NA,NA," Chesapeake, Va. / G.",NA,2015,womens-track-and-field,
7,Isabella Campos, Distance, Jr.,NA,NA," Jacksonville, Fla.", Bishop Kenny,2015,womens-track-and-field,
8,Sarah Candiano, DIstance, Fr.,NA,NA," Fort Myers, Fla.", Evangelical Christian,2015,womens-track-and-field,
9,Kali Cilli, Distance, So.,NA,NA," Pembroke Pines, Fla.", Pembroke Pines Charter,2015,womens-track-and-field,
10,Stephanie Cook, Pole Vault, Jr.,NA,NA," Clermont, Fla.", East Ridge,2015,womens-track-and-field,
11,Julia Corley, Distance, Jr.,NA,NA," West Palm Beach, Fla.", Kings Academy,2015,womens-track-and-field,
12,Rachel Davis,NA, Sr.,NA,NA," Tampa, Fla.", Newsome,2015,womens-track-and-field,
13,Stacey Drilling, High Jump, Jr.,NA,NA," Jacksonville, Fla.", Bishop Kenny,2015,womens-track-and-field,
14,Elizabeth Eversole, Pole Vault, Jr.,NA,NA," Mishawaka, Ind.", Marian,2015,womens-track-and-field,
15,Melissa-Maree Farrington, Multis, Jr.,NA,NA," Sydney, Australia", Nebraska,2015,womens-track-and-field,
16,Der’Renae Freeman, Sprints/Long Jump, Sr.,NA,NA," Winter Garden, Fla.", West Orange,2015,womens-track-and-field,
17,Gleneve Grange, Throws, Jr.,NA,NA," Kingston, Jamaica", Holmwood Tech,2015,womens-track-and-field,
18,Christine Griggs, Distance, Sr.,NA,NA," Ponte Vedra Beach, Fla.", Episcopal,2015,womens-track-and-field,
19,Darien Halliday, Distance, Fr.,NA,NA," Palm Coast, Fla.", Flagler Palm Coast,2015,womens-track-and-field,
20,Madison Harris, Middle Distance, So.,NA,NA," Ochlockonee Bay, Fla.", Wakulla,2015,womens-track-and-field,
21,Kellie Hays, Distance, So.,NA,NA," Tallahassee, Fla.", Lincoln,2015,womens-track-and-field,
22,Shauna Helps, Sprints, Fr.,NA,NA," Belvedere, Jamaica", Wolmer's Girls,2015,womens-track-and-field,
23,Althea Hewitt, DIstance, Fr.,NA,NA," Cocoa Beach, Fla.", Cocoa Beach,2015,womens-track-and-field,
24,Claire Igoe, Distance, Jr.,NA,NA," Crofton, Md.", South River,2015,womens-track-and-field,
25,Lexi Jackson, Distance, So.,NA,NA," Saint Johns, Fla.", Creekside,2015,womens-track-and-field,
26,Fatema Jaffer, Distance, Fr.,NA,NA," Longwood, Fla.", Lake Mary,2015,womens-track-and-field,
27,Chelsea Jarvis, Mid-Distance, So.,NA,NA," St. Helens, Merseyside, UK", Carmel College,2015,womens-track-and-field,
28,Mulern Jean, Hurdles, Sr.,NA,NA," Pompano Beach, Fla.", Blanche Ely,2015,womens-track-and-field,
29,Narinah Jean-Baptiste, Mid-Distance, So.,NA,NA," Fort Lauderdale, Fla.", St. Thomas Aquinas,2015,womens-track-and-field,
30,Cierra Jones, Sprints, Jr.,NA,NA," Orlando, Fla.", Iowa Western,2015,womens-track-and-field,
31,Veronika Kanuchova, Throws, Fr.,NA,NA," Rokytov, Slovakia", Sportove Gymnazium,2015,womens-track-and-field,
32,Kaitlyn Kelly, Distance, Sr.,NA,NA," Port Orange, Fla.", Spruce Creek,2015,womens-track-and-field,
33,Annie Kennedy, Distance, So.,NA,NA," Jacksonville, Fla.", Bishop Kenny,2015,womens-track-and-field,
34,Kellion Knibb, Throws, R-Jr.,NA,NA," St. Catherine, Jamaica", St. Jago,2015,womens-track-and-field,
35,Sasha-Ann Lebert, Throws, Gr.,NA,NA," Fort Lauderdale, Fla.", Fort Lauderdale,2015,womens-track-and-field,
36,Amanda Lewis, Pole Vault, Fr.,NA,NA," Tampa, Fla.", Wharton,2015,womens-track-and-field,
37,Jessica Lonas,NA, Fr.,NA,NA," Sarasota, Fla.", Riverview,2015,womens-track-and-field,
38,Kayla Maczuga, High Jump, R-Fr.,NA,NA," Tampa, Fla.", Freedom,2015,womens-track-and-field,
39,Alex Midgett, Distance, Sr.,NA,NA," Orange Park, Fla.",NA,2015,womens-track-and-field,
40,Safia Morgan, High Jump, Fr.,NA,NA," Constant Spring, Jamaica", Immaculate Conception,2015,womens-track-and-field,
41,Georgia Peel, Mid-Distance, Sr.,NA,NA," Chobham, Surrey, UK", Gordon's School,2015,womens-track-and-field,
42,Jogaile Petrokaite, Long Jump, So.,NA,NA," Raseiniai, Lithuania", Zemaitis Gymnasium,2015,womens-track-and-field,
43,Jande Pierce, Sprints, R-Sr.,NA,NA," Stone Mountain, Ga.", DeKalb School of Arts,2015,womens-track-and-field,
44,Bella Poole, Distance, So.,NA,NA," Ponte Vedra Beach, Fla.", Ponte Vedra,2015,womens-track-and-field,
45,Amanda Rigdon, Pole Vault, R-Fr.,NA,NA," Merritt Island, Fla.", Merritt Island,2015,womens-track-and-field,
46,Tara Rooney, Distance, So.,NA,NA," Vernon Hills, Ill.", Vernon Hills,2015,womens-track-and-field,
47,Madison Schmidt, Pole Vault, Jr.,NA,NA," Sarasota, Fla.", Riverview,2015,womens-track-and-field,
48,Nicole Setterington, Hurdles, Jr.,NA,NA," London, Ontario, Canada", Oakridge,2015,womens-track-and-field,
49,Haley Slocum, Distance, Jr.,NA,NA," Windermere, Fla.", Bishop Moore,2015,womens-track-and-field,
50,Briana Thaler, Pole Vault, R-Fr.,NA,NA," Davie, Fla.", St. Thomas Aquinas,2015,womens-track-and-field,
51,Carly Thomas, Distance, Sr.,NA,NA," Tallahassee, Fla.", Chiles,2015,womens-track-and-field,
52,Kayla Thomas, Mid-Distance, So.,NA,NA," Jacksonville, Fla.", Stanton Prep,2015,womens-track-and-field,
53,Katja Vangsnes, Throws, Sr.,NA,NA," Oslo, Norway", Wang Eoppidrett,2015,womens-track-and-field,
54,Hannah Welsh, High Jump/Multis, R-So.,NA,NA," Dunedin, Fla.", Dunedin,2015,womens-track-and-field,
55,Courteney West, Distance, Jr.,NA,NA," Great Falls, Va.", Langley,2015,womens-track-and-field,
56,Peta-Gay Williams, Hurdles, Fr.,NA,NA," Kingston, Jamaica", St. Jago,2015,womens-track-and-field,
57,Alexandria Woodruff, Pole Vault, Jr.,NA,NA," Lake Mary, Fla.", Lake Mary,2015,womens-track-and-field,
58,Kiara Wright, High Jump, R-Jr.,NA,NA," Houston, Texas", Clear Lake,2015,womens-track-and-field,
59,Forever Young, Distance, So.,NA,NA," Daytona Beach, Fla.", Seabreeze,2015,womens-track-and-field,
60,Melissa Zyla, Distance, Fr.,NA,NA," Fairfield, N.J.", West Essex Regional,2015,womens-track-and-field,
0,Marianne Aguilar, Distance, R-Jr.,NA,NA," Davie, Fla.", Archbishop McCarthy,2016,womens-track-and-field,
1,Kelly Aponte, Distance, Fr.,NA,NA," St. Augustine, Fla.", St. Augustine,2016,womens-track-and-field,
2,Carmela Baez, Distance, R-Fr.,NA,NA," Vigo, Spain", IES do Castro,2016,womens-track-and-field,
3,Bridget Blake, Distance/Steeplechase, R-Jr.,NA,NA," Orlando, Fla.", Dr. Phillips,2016,womens-track-and-field,
4,Catherine Blaney, Distance, Sr.,NA,NA," Ocala, Fla.", Belleview,2016,womens-track-and-field,
5,Nicole Breske, Pole Vault, Fr.,NA,NA," Winter Park, Fla.", Winter Park,2016,womens-track-and-field,
6,Kiera Brown, Sprints, Jr.,NA,NA," Chesapeake, Va. / G.",NA,2016,womens-track-and-field,
7,Janae Caldwell, Sprints, Fr.,NA,NA," Riverview, Fla.", Spoto,2016,womens-track-and-field,
8,Sarah Candiano, Distance, So.,NA,NA," Fort Myers, Fla.", Evangelical Christian,2016,womens-track-and-field,
9,Kali Cilli, Distance, Jr.,NA,NA," Pembroke Pines, Fla.", Pembroke Pines Charter,2016,womens-track-and-field,
10,Elizabeth Cobb, Distance, Fr.,NA,NA," Winter Springs, Fla.", Winter Springs,2016,womens-track-and-field,
11,Kimmie Cunningham, Sprints/Hurdles, Fr.,NA,NA," Sanford, Fla.", Winter Springs,2016,womens-track-and-field,
12,Ginelle Demone, Middle Distance, Fr.,NA,NA," Leduc, Alberta, Canada", Leduc Composite,2016,womens-track-and-field,
13,Shaquania Dorsett, Sprints, So.,NA,NA," Freeport, Bahamas", Sunland Baptist,2016,womens-track-and-field,
14,Emily Edwards, Distance/Mid-Distance, Jr.,NA,NA," Cape Coral, Fla.", Fort Myers,2016,womens-track-and-field,
15,Elizabeth Eversole, Pole Vault, Sr.,NA,NA," Mishawaka, Ind.", Marian,2016,womens-track-and-field,
16,Melissa-Maree Farrington, Multis, Sr.,NA,NA," Sydney, Australia", Nebraska,2016,womens-track-and-field,
17,Nia Flagg, Sprints, Fr.,NA,NA," Gainesville, Fla.", Gainesville,2016,womens-track-and-field,
18,Ilenia Garcia, Sprints, Fr.,NA,NA," Miami, Fla.", Felix Varela,2016,womens-track-and-field,
19,Gleneve Grange, Throws, Sr.,NA,NA," Kingston, Jamaica", Holmwood Tech,2016,womens-track-and-field,
20,Darien Halliday, Distance, So.,NA,NA," Palm Coast, Fla.", Flagler Palm Coast,2016,womens-track-and-field,
21,Madison Harris, Middle Distance, Jr.,NA,NA," Ochlockonee Bay, Fla.", Wakulla,2016,womens-track-and-field,
22,Kellie Hays, Distance, Jr.,NA,NA," Tallahassee, Fla.", Lincoln,2016,womens-track-and-field,
23,Shauna Helps, Sprints, So.,NA,NA," Belvedere, Jamaica", Wolmer's Girls,2016,womens-track-and-field,
24,Althea Hewitt, Distance, So.,NA,NA," Cocoa Beach, Fla.", Cocoa Beach,2016,womens-track-and-field,
25,Claire Hooker, Distance, Fr.,NA,NA," Fort Collins, Colo.", Fort Collins,2016,womens-track-and-field,
26,Claire Igoe, Distance, R-Jr.,NA,NA," Crofton, Md.", South River,2016,womens-track-and-field,
27,Fatema Jaffer, Distance, So.,NA,NA," Longwood, Fla.", Lake Mary,2016,womens-track-and-field,
28,Gabby Jaromin, Distance, Fr.,NA,NA," Chesterfield, Va.", Manchester,2016,womens-track-and-field,
29,Narinah Jean-Baptiste, Mid-Distance, Jr.,NA,NA," Fort Lauderdale, Fla.", St. Thomas Aquinas,2016,womens-track-and-field,
30,Cierra Jones, Sprints, Sr.,NA,NA," Orlando, Fla.", Iowa Western,2016,womens-track-and-field,
31,Cortney Jones, Hurdles, Fr.,NA,NA," Conyers, Ga.", Rockdale County,2016,womens-track-and-field,
32,Veronika Kanuchova, Throws, So.,NA,NA," Rokytov, Slovakia", Sportove Gymnazium,2016,womens-track-and-field,
33,Annie Kennedy, Distance, Jr.,NA,NA," Jacksonville, Fla.", Bishop Kenny,2016,womens-track-and-field,
34,Kellion Knibb, Throws, R-Sr.,NA,NA," St. Catherine, Jamaica", St. Jago,2016,womens-track-and-field,
35,Katie Kuhn, Distance, Fr.,NA,NA," Winter Park, Fla.", Winter Park,2016,womens-track-and-field,
36,Mackenzie Landa, Distance, Jr.,NA,NA," San Dimas, Calif.", Bonita,2016,womens-track-and-field,
37,Amanda Lewis, Pole Vault, R-Fr.,NA,NA," Tampa, Fla.", Wharton,2016,womens-track-and-field,
38,Jessica Lonas, Distance, So.,NA,NA," Sarasota, Fla.", Riverview,2016,womens-track-and-field,
39,Shanice Love, Throws, Fr.,NA,NA," Kingston, Jamaica", Excelsior,2016,womens-track-and-field,
40,Kayla Maczuga, High Jump, R-Fr.,NA,NA," Tampa, Fla.", Freedom,2016,womens-track-and-field,
41,Lauri Meza, Javelin, Fr.,NA,NA," Villa Elisa, Paraguay", Apostolico San Jose,2016,womens-track-and-field,
42,Militsa Mircheva, Distance, Jr.,NA,NA," Dobrich, Bulgaria", FSG Vasil Levski,2016,womens-track-and-field,
43,Megan Mooney,NA, Fr.,NA,NA," Thornton, Colo.", Horizon,2016,womens-track-and-field,
44,Safia Morgan, High Jump, R-Fr.,NA,NA," Constant Spring, Jamaica", Immaculate Conception,2016,womens-track-and-field,
45,Olivia Ogles, Jumps/Pole Vault, Fr.,NA,NA," Bradenton, Fla.", Lakewood Ranch,2016,womens-track-and-field,
46,Eleonora Omoregie, High Jump, Fr.,NA,NA," Udine, Italy", Liceo scientifico Giovanni Marinelli,2016,womens-track-and-field,
47,Katherine Patrick, Distance, Fr.,NA,NA," Bartow, Fla.", Bartow,2016,womens-track-and-field,
48,Jogaile Petrokaite, Long Jump, Jr.,NA,NA," Raseiniai, Lithuania", Zemaitis Gymnasium,2016,womens-track-and-field,
49,Bella Poole, Distance, Jr.,NA,NA," Ponte Vedra Beach, Fla.", Ponte Vedra,2016,womens-track-and-field,
50,Amanda Rigdon, Pole Vault, So.,NA,NA," Merritt Island, Fla.", Merritt Island,2016,womens-track-and-field,
51,Tara Rooney, Distance, Jr.,NA,NA," Vernon Hills, Ill.", Vernon Hills,2016,womens-track-and-field,
52,Summer Schafers, Pole Vault, Fr.,NA,NA," Orlando, Fla.", Olympia,2016,womens-track-and-field,
53,Madison Schmidt, Pole Vault, Sr.,NA,NA," Sarasota, Fla.", Riverview,2016,womens-track-and-field,
54,Nicole Setterington, Hurdles, Sr.,NA,NA," London, Ontario, Canada", Oakridge,2016,womens-track-and-field,
55,Lina Stewart, Sprints, Fr.,NA,NA," Lithia, Fla.", Newsome,2016,womens-track-and-field,
56,Briana Thaler, Pole Vault, R-So.,NA,NA," Davie, Fla.", St. Thomas Aquinas,2016,womens-track-and-field,
57,Kayla Thomas, Mid-Distance, Jr.,NA,NA," Jacksonville, Fla.", Stanton Prep,2016,womens-track-and-field,
58,Hannah Welsh, High Jump/Multis, R-Jr.,NA,NA," Dunedin, Fla.", Dunedin,2016,womens-track-and-field,
59,Courteney West, Distance, Sr.,NA,NA," Great Falls, Va.", Langley,2016,womens-track-and-field,
60,Peta-Gay Williams, Hurdles, So.,NA,NA," Kingston, Jamaica", St. Jago,2016,womens-track-and-field,
61,Shy’Keya Wimberly, Sprints, Jr.,NA,NA," Smiths Station, Ala.", Smiths Station,2016,womens-track-and-field,
62,Forever Young, Distance, Jr.,NA,NA," Daytona Beach, Fla.", Seabreeze,2016,womens-track-and-field,
63,Julianna Zagra, Distance, Fr.,NA,NA," Orlando, Fla.", Olympia,2016,womens-track-and-field,
64,Melissa Zyla, Distance, So.,NA,NA," Fairfield, N.J.", West Essex Regional,2016,womens-track-and-field,
0,Kelly Aponte, Distance, So.,NA,NA," St. Augustine, Fla.", St. Augustine,2017,womens-track-and-field,
1,Mackenzie Baysinger, Distance, Jr.,NA,NA," Rockldge, Fla.", Rockledge,2017,womens-track-and-field,
2,Kate Bernicke, Distance, Fr.,NA,NA," Avon, Ind.", Avon,2017,womens-track-and-field,
3,Kate Bernicke, Distance, Fr.,NA,NA," Avon, Ind.", Avon,2017,womens-track-and-field,
4,Delsie Borgen, Distance, So.,NA,NA," Lithia, Fla.", Newsome,2017,womens-track-and-field,
5,Nicole Breske, Pole Vault, So.,NA,NA," Winter Park, Fla.", Winter Park,2017,womens-track-and-field,
6,Mackenzie Brown, Distance, Fr.,NA,NA," Sarasota, Fla.", Sarasota,2017,womens-track-and-field,
7,Janae Caldwell, Sprints, So.,NA,NA," Riverview, Fla.", Spoto,2017,womens-track-and-field,
8,Sarah Candiano, Distance, Jr.,NA,NA," Fort Myers, Fla.", Evangelical Christian,2017,womens-track-and-field,
9,Elizabeth Cobb, Distance, R-So.,NA,NA," Winter Springs, Fla.", Winter Springs,2017,womens-track-and-field,
10,Liz Coen, Distance, Fr.,NA,NA," Fleming Island, Fla.", St. John's Country Day,2017,womens-track-and-field,
11,Addi Coggins, Distance, Fr.,NA,NA," Franklin, Tenn.", Independence,2017,womens-track-and-field,
12,Addi Coggins, Distance, Fr.,NA,NA," Franklin, Tenn.", Independence,2017,womens-track-and-field,
13,Kimmie Cunningham, Sprints/Hurdles, So.,NA,NA," Sanford, Fla.", Winter Springs,2017,womens-track-and-field,
14,Karimah Davis, Sprints, Fr.,NA,NA," West Palm Beach, Fla.", Palm Beach Central,2017,womens-track-and-field,
15,Ginelle Demone, Middle Distance, So.,NA,NA," Leduc, Alberta, Canada", Leduc Composite,2017,womens-track-and-field,
16,Shaquania Dorsett, Sprints, Jr.,NA,NA," Freeport, Bahamas", Sunland Baptist,2017,womens-track-and-field,
17,Kayla Easterly, Distance, Fr.,NA,NA," North Fort Myers, Fla.", North Fort Myers,2017,womens-track-and-field,
18,Emily Edwards, Middle Distance/Distance, Sr.,NA,NA," Cape Coral, Fla.", Fort Myers,2017,womens-track-and-field,
19,Elizabeth Eversole, Pole Vault, R-Sr.,NA,NA," Mishawaka, Ind.", Marian,2017,womens-track-and-field,
20,Nia Flagg, Sprints, So.,NA,NA," Gainesville, Fla.", Gainesville,2017,womens-track-and-field,
21,Ilenia Garcia, Sprints, So.,NA,NA," Miami, Fla.", Felix Varela,2017,womens-track-and-field,
22,Gleneve Grange, Throws, R-Sr.,NA,NA," Kingston, Jamaica", Holmwood Tech,2017,womens-track-and-field,
23,Madison Harris, Middle Distance, R-Jr.,NA,NA," Ochlockonee Bay, Fla.", Wakulla,2017,womens-track-and-field,
24,Kellie Hays, Distance, Sr.,NA,NA," Tallahassee, Fla.", Lincoln,2017,womens-track-and-field,
25,Shauna Helps, Sprints, Jr.,NA,NA," Belvedere, Jamaica", Wolmer's Girls,2017,womens-track-and-field,
26,Althea Hewitt, Distance, Jr.,NA,NA," Cocoa Beach, Fla.", Cocoa Beach,2017,womens-track-and-field,
27,Claire Hooker, Distance, So.,NA,NA," Fort Collins, Colo.", Fort Collins,2017,womens-track-and-field,
28,Claire Igoe, Distance, Sr.,NA,NA," Crofton, Md.", South River,2017,womens-track-and-field,
29,Fatema Jaffer, Distance, Jr.,NA,NA," Longwood, Fla.", Lake Mary,2017,womens-track-and-field,
30,Elizabeth Jenkins, Middle Distance/Distance, Fr.,NA,NA," Maitland, Fla.", Winter Park,2017,womens-track-and-field,
31,Cortney Jones, Hurdles/Sprints, So.,NA,NA," Conyers, Ga.", Rockdale County,2017,womens-track-and-field,
32,Jodie Judd, Middle Distance/Distance, Fr.,NA,NA," Canvey Island, Essex, Great Britain", The King John Sixth Form,2017,womens-track-and-field,
33,Veronika Kanuchova, Throws, R-So.,NA,NA," Rokytov, Slovakia", Sportove Gymnazium,2017,womens-track-and-field,
34,Annie Kennedy, Distance, Sr.,NA,NA," Jacksonville, Fla.", Bishop Kenny,2017,womens-track-and-field,
35,Jayla Kirkland, Sprints, Fr.,NA,NA," Birmingham, Ala.", Woodlawn,2017,womens-track-and-field,
36,Katie Kuhn, Distance, So.,NA,NA," Winter Park, Fla.", Winter Park,2017,womens-track-and-field,
37,Mackenzie Landa, Distance, R-Jr.,NA,NA," San Dimas, Calif.", Bonita,2017,womens-track-and-field,
38,Amanda Lewis, Pole Vault, R-So.,NA,NA," Tampa, Fla.", Wharton,2017,womens-track-and-field,
39,Jen Lima,NA, Fr.,NA,NA," Palm Harbor, Fla.", East Lake,2017,womens-track-and-field,
40,Jessica Lonas, Distance, Jr.,NA,NA," Sarasota, Fla.", Riverview,2017,womens-track-and-field,
41,Shanice Love, Throws, So.,NA,NA," Kingston, Jamaica", Excelsior,2017,womens-track-and-field,
42,Kayla Maczuga, High Jump, R-So.,NA,NA," Tampa, Fla.", Freedom,2017,womens-track-and-field,
43,Lauri Meza, Javelin, So.,NA,NA," Villa Elisa, Paraguay", Apostolico San Jose,2017,womens-track-and-field,
44,Militsa Mircheva, Distance, Jr.,NA,NA," Dobrich, Bulgaria", FSG Vasil Levski,2017,womens-track-and-field,
45,Megan Mooney,NA, So.,NA,NA," Thornton, Colo.", Horizon,2017,womens-track-and-field,
46,Safia Morgan, High Jump, R-So.,NA,NA," Constant Spring, Jamaica", Immaculate Conception,2017,womens-track-and-field,
47,Sarah Myers, Distance, R-Fr.,NA,NA," Ormond Beach, Fla.", Seabreeze,2017,womens-track-and-field,
48,Sidney Oakes-Lottridge, Distance, Fr.,NA,NA," Fort Myers, Fla.", Fort Myers,2017,womens-track-and-field,
49,Olivia Ogles, Jumps/Pole Vault, So.,NA,NA," Bradenton, Fla.", Lakewood Ranch,2017,womens-track-and-field,
50,Eleonora Omoregie, High Jump, So.,NA,NA," Udine, Italy", Liceo scientifico Giovanni Marinelli,2017,womens-track-and-field,
51,Katherine Patrick, Distance, So.,NA,NA," Bartow, Fla.", Bartow,2017,womens-track-and-field,
52,Jogaile Petrokaite, Long Jump, Sr.,NA,NA," Raseiniai, Lithuania", Zemaitis Gymnasium,2017,womens-track-and-field,
53,Summer Schafers, Pole Vault, So.,NA,NA," Orlando, Fla.", Olympia,2017,womens-track-and-field,
54,Ka’Tia Seymour, Sprints, Fr.,NA,NA," Palatka, Fla.", Palatka,2017,womens-track-and-field,
55,Maudie Skyring, Middle Distance, So.,NA,NA," Wollongong, Australia", Illawarra Grammar,2017,womens-track-and-field,
56,Lina Stewart, Sprints, So.,NA,NA," Lithia, Fla.", Newsome,2017,womens-track-and-field,
57,Micaela Torres, Distance, Fr.,NA,NA," Tampa, Fla.", King,2017,womens-track-and-field,
58,Shannon Turner, Middle Distance/Distance, R-Fr.,NA,NA," Fort Lauderdale, Fla.", St. Thomas Aquinas,2017,womens-track-and-field,
59,Ellie Wallace, Distance/Middle Distance, Fr.,NA,NA," Bristol, Great Britain", Redland,2017,womens-track-and-field,
60,Hannah Welsh, High Jump/Multis, R-Sr.,NA,NA," Dunedin, Fla.", Dunedin,2017,womens-track-and-field,
61,Peta-Gay Williams, Hurdles, Jr.,NA,NA," Kingston, Jamaica", St. Jago,2017,womens-track-and-field,
62,Shy’Keya Wimberly, Sprints, Sr.,NA,NA," Smiths Station, Ala.", Smiths Station,2017,womens-track-and-field,
63,Forever Young, Distance, R-Jr.,NA,NA," Daytona Beach, Fla.", Seabreeze,2017,womens-track-and-field,
64,Ieva Zarankaite, Throws, Gr.,NA,NA," Utena, Lithuania", Adolfas Sapoka Gymnasium,2017,womens-track-and-field,
65,Melissa Zyla, Distance, Jr.,NA,NA," Fairfield, N.J.", West Essex Regional,2017,womens-track-and-field,
0,Kelly Aponte, Distance, Jr.,NA,NA," St. Augustine, Fla.", St. Augustine,2018,womens-track-and-field,
1,Mackenzie Baysinger, Distance, Sr.,NA,NA," Rockldge, Fla.", Rockledge,2018,womens-track-and-field,
2,Kate Bernicke, Distance, So.,NA,NA," Avon, Ind.", Avon,2018,womens-track-and-field,
3,Kate Bernicke, Distance, So.,NA,NA," Avon, Ind.", Avon,2018,womens-track-and-field,
4,Julia Blankenbaker, Distance, So.,NA,NA," Wesley Chapel, Fla.", Wiregrass Ranch,2018,womens-track-and-field,
5,Nicole Breske, Pole Vault, Jr.,NA,NA," Winter Park, Fla.", Winter Park,2018,womens-track-and-field,
6,Janae Caldwell, Sprints, Jr.,NA,NA," Riverview, Fla.", Spoto,2018,womens-track-and-field,
7,Sarah Candiano, Distance, Sr.,NA,NA," Fort Myers, Fla.", Evangelical Christian,2018,womens-track-and-field,
8,Elizabeth Cobb, Distance, R-Jr.,NA,NA," Winter Springs, Fla.", Winter Springs,2018,womens-track-and-field,
9,Addi Coggins, Distance, So.,NA,NA," Franklin, Tenn.", Independence,2018,womens-track-and-field,
