,Name,Hometown,High School,Year,sport
31,Olamide Zaccheaus,"Plainfield, N.J.",St. Joseph's Prep (Pa.),2016,football
32,Bryce Hall,"Harrisburg, Pa.",Bishop McDevitt HS,2016,football
33,Gladimir Paul,"Philadelphia, Pa.",Northeast HS,2016,football
34,Jordan Mack,"Lithonia, Ga.",Wesleyan HS,2016,football
35,Kelvin Rainey,"Houston, Texas",Stratford HS,2016,football
36,Chris Moore,"Ashburn, Va.",Broad Run HS,2016,football
37,C.J. Stalker,"West Chester, Ohio",Lakota West HS,2016,football
38,Connor Wingo-Reeves,"Midlothian, Va.",Monacan HS,2016,football
39,Jahvoni Simmons,"Virginia Beach, Va.",Ocean Lakes HS,2016,football
40,Sean Fitzgerald,"Falls Church, Va.",,2016,football
41,Tanner Cowley,"Manasquan, N.J.",Manasquan HS,2016,football
42,Reed Kellam,"Richmond, Va.",Collegiate School,2016,football
43,Evan Butts,"Springfield, Pa.",Episcopal Academy,2016,football
44,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2016,football
45,Alec Shifflett,"Afton, Va.",Nelson County HS,2016,football
46,Jackson Matteo,"Ashburn, Va.",Broad Run HS,2016,football
47,Zach Bradshaw,"Damascus, Md.",Damascus HS,2016,football
48,Rob Snyder,"Lawrenceville, Ga.",Collins Hill HS,2016,football
49,Micah Kiser,"Baltimore, Md.",Gilman School,2016,football
50,Matt Terrell,"Lynchburg, Va.",Liberty Christian Academy,2016,football
51,Naji Abdullah,"Jacksonville, Fla.",Sandalwood HS,2016,football
52,Andre Miles-Redmond,"Richmond, Va.",Hermitage HS,2016,football
53,James Trucilla,"Erie, Pa.",Cathedral Prep,2016,football
54,Eli Hanback,"Ashland, Va.",Patrick Henry HS,2016,football
55,Mark Hall,"Virginia Beach, Va.",Green Run HS,2016,football
56,CJ Epps,"Chesapeake, Va.",Bishop Sullivan Catholic HS,2016,football
57,Trenton Jenkins,"Charlottesville, Va.",Covenant School (Fork Union Military Academy,2016,football
58,Sean Karl,"Manorville, N.Y.",Eastport-South Manor HS,2016,football
59,Ben Trent,"Forest, Va.",Jefferson Forest HS,2016,football
60,Ben Knutson,"Granger, Ind.",Penn HS,2016,football
61,Chuck Davis,"Fairfax, Va.",Broad Run HS (Fork Union Military Academy),2016,football
62,Jack English,"Richmond, Va.",St. Christopher's School,2016,football
63,Dillon Davis,"Bellaire, Texas",Episcopal HS (Fork Union Military Academy,2016,football
64,Nick Grant,"Spotsylvania, Va.",Courtland HS,2016,football
65,Steven Moss,"Fredericksburg, Va.",Chancellor HS,2016,football
66,Jack McDonald,"Quincy, Mass.",,2016,football
67,Eric Smith,"Decatur, Ga.",Columbia HS,2016,football
68,Ryan Bischoff,"Plymouth, Pa.",Plymouth-Whitemarsh HS,2016,football
69,Rambert Tyree,"Newport News, Va.",Warwick HS,2016,football
70,Michael Mooney,"Malvern, Pa.",Malvern Prep,2016,football
71,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2016,football
72,R.J. Proctor,"Bealeton, Va.",Liberty HS,2016,football
73,Dillon Reinkensmeyer,"Highlands Ranch, Colo.",Valor Christian HS,2016,football
74,Hasise Dubois,"Irvington, N.J.",DePaul Catholic,2016,football
75,Joe Reed,"Charlotte Court House, Va.",Randolph-Henry HS,2016,football
76,Braedon Urie,"Purcellville, Va.",Woodgrove HS,2016,football
77,Brendan Marshall,"Gaithersburg, Md.",Our Lady of Good Counsel,2016,football
78,Alex Furbank,"Fairfax, Va.",WT Woodson HS,2016,football
79,Cole Blackman,"Glen Allen, Va.",Atlee HS,2016,football
80,Ross Gardner,"Mechanicsville, Va.",Atlee HS,2016,football
81,Richard Burney,"Chesapeake, Va.",Hickory HS,2016,football
82,Ryan Santoro,"Oak Hill, Va.",Oakton HS,2016,football
83,Sam Hayward,"Dallas, Texas",Highland Park HS,2016,football
84,Jack Powers,"Santa Cruz, Calif.",Palma HS,2016,football
85,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2016,football
86,Dominic Sheppard,"Miami, Fla.",Gulliver Prep,2016,football
87,Christian Baumgardner,"Longport, N.J.",Ocean City HS,2016,football
88,Michael Guerci,"Franklin Lakes, N.J.",Fork Union Military Academy,2016,football
89,Juwan Moye,"Lilburn, Ga.",Parkview HS,2016,football
90,Dylan Le,"Ashburn, Va.",Briar Woods HS,2016,football
91,Landan Word,"Vienna, Va.",Bishop O'Connell HS,2016,football
92,Joe Spaziani,"Hingham, Mass.",Hingham HS,2016,football
93,Sonny Abramson,"Chester, N.J.",Pope John XXIII,2016,football
94,Ethan Blundin,"Charlottesville, Va.",Albemarle HS,2016,football
95,Christian Brooks,"Centreville, Va.",Centreville HS,2016,football
96,Dre Bryant,"Charlottesville, Va.",Charlottesville HS,2016,football
97,Osiris Crutchfield,"Crozet, Va.",Western Albemarle HS,2016,football
98,Nash Griffin,"Indianapolis, Ind.",Lawrence Central HS,2016,football
99,Patrick Kidd,"Woodbridge, Va.",Hylton HS,2016,football
100,Darious Latimore,"Lawrenceville, Ga.",Central Gwinnett HS,2016,football
101,Brenton Nelson,"Miami, Fla.",DeMatha Catholic (Md.),2016,football
102,Tyler Shirley,"Midlothian, Va.",James River HS,2016,football
0,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2017,football
1,Joe Reed,"Charlotte Court House, Va.",Randolph-Henry HS,2017,football
2,Quin Blanding,"Virginia Beach, Va.",Bayside HS,2017,football
3,Olamide Zaccheaus,"Plainfield, N.J.",St. Joseph's Prep (Pa.),2017,football
4,Doni Dowling,"Richmond, Va.",Varina HS,2017,football
5,Kurt Benkert,"Cape Coral, Fla.",Island Coast HS,2017,football
6,Hasise Dubois,"Irvington, N.J.",DePaul Catholic,2017,football
7,Andrew Brown,"Chesapeake, Va.",Oscar Smith HS,2017,football
8,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2017,football
9,Joe Spaziani,"Hingham, Mass.",Hingham HS,2017,football
10,Chris Peace,"Newport News, Va.",Denbigh HS,2017,football
11,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2017,football
12,De'Vante Cross,"Allentown, Pa.",Parkland HS,2017,football
13,Richard Burney,"Chesapeake, Va.",Hickory HS,2017,football
14,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2017,football
15,Ben Hogg,"Lynchburg, Va.",Brookville HS,2017,football
16,Chuck Davis,"Fairfax, Va.",Broad Run HS (Fork Union Military Academy),2017,football
17,Nick Grant,"Spotsylvania, Va.",Courtland HS,2017,football
18,Juan Thornhill,"Altavista, Va.",Altavista HS,2017,football
19,Daniel Hamm,"Wytheville, Va.",Fort Chiswell,2017,football
20,Rob Snyder,"Lawrenceville, Ga.",Collins Hill HS,2017,football
21,Warren Craft,"Roanoke, Va.",William Fleming HS,2017,football
22,Lamont Atkins,"Burke, Va.",Lake Braddock HS,2017,football
23,PK Kier,"Winchester, Va.",Millbrook HS,2017,football
24,Jamari Peacock,"Yulee, Fla.",Yulee HS,2017,football
25,Brenton Nelson,"Miami, Fla.",DeMatha Catholic (Md.),2017,football
26,Joey Blount,"Atlanta, Ga.",Landmark Christian,2017,football
27,Dominic Sheppard,"Miami, Fla.",Gulliver Prep,2017,football
28,Chris Sharp,"Burlington, N.J.",The Hun School,2017,football
29,Darrius Bratton,"Roanoke, Va.",William Fleming HS (Fork Union Military Academy),2017,football
30,Darnell Pratt,"Ellicott City, Md.",Our Lady of Good Counsel,2017,football
31,Zane Zandier,"Pittsburgh, Pa.",Thomas Jefferson HS,2017,football
32,Bryce Hall,"Harrisburg, Pa.",Bishop McDevitt HS,2017,football
33,Lindell Stone,"Dallas, Texas",Woodberry Forest (Va.),2017,football
34,Jordan Mack,"Lithonia, Ga.",Wesleyan HS,2017,football
35,Charles Snowden,"Silver Spring, Md.",St. Albans School,2017,football
36,Chris Moore,"Ashburn, Va.",Broad Run HS,2017,football
37,C.J. Stalker,"West Chester, Ohio",Lakota West HS,2017,football
38,Germane Crowell,"Winston-Salem, N.C.",Carver HS,2017,football
39,Jahvoni Simmons,"Virginia Beach, Va.",Ocean Lakes HS,2017,football
40,Elliott Brown,"Odenton, Md.",Flowers HS (Taft School),2017,football
41,Tanner Cowley,"Manasquan, N.J.",Manasquan HS,2017,football
42,Reed Kellam,"Richmond, Va.",Collegiate School,2017,football
43,Evan Butts,"Springfield, Pa.",Episcopal Academy,2017,football
44,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2017,football
45,Alec Shifflett,"Afton, Va.",Nelson County HS,2017,football
46,Dre Bryant,"Charlottesville, Va.",Charlottesville HS,2017,football
47,Tommy Christ,"Sterling, Va.",Dominion HS,2017,football
48,Shane Eilers,"Tampa, Fla.",Jesuit HS,2017,football
49,Micah Kiser,"Baltimore, Md.",Gilman School,2017,football
50,Ryan Nelson,"Buena Park, Calif.",Buena Park HS,2017,football
51,Brandon Pertile,"Clearwater, Fla.",Countryside HS,2017,football
52,Matt Gahm,"Dallas, Texas",Highland Park HS,2017,football
53,James Trucilla,"Erie, Pa.",Cathedral Prep,2017,football
54,Eli Hanback,"Ashland, Va.",Patrick Henry HS,2017,football
55,Ben Trent,"Forest, Va.",Jefferson Forest HS,2017,football
56,Ben Knutson,"Granger, Ind.",Penn HS,2017,football
57,Jack English,"Richmond, Va.",St. Christopher's School,2017,football
58,Chris Glaser,"Solon, Ohio",Solon HS,2017,football
59,Steven Moss,"Fredericksburg, Va.",Chancellor HS,2017,football
60,Jack McDonald,"Quincy, Mass.",,2017,football
61,Tyler Fannin,"Hoschton, Ga.",Mill Creek HS,2017,football
62,Ryan Swoboda,"Windermere, Fla.",Windermere Prep,2017,football
63,John Montelus,"Everett, Mass.",Everett HS,2017,football
64,Osiris Crutchfield,"Crozet, Va.",Western Albemarle HS,2017,football
65,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2017,football
66,R.J. Proctor,"Bealeton, Va.",Liberty HS,2017,football
67,Dillon Reinkensmeyer,"Highlands Ranch, Colo.",Valor Christian HS,2017,football
68,Heskin Smith,"Brunswick, Ga.",Brunswick HS,2017,football
69,Nash Griffin,"Indianapolis, Ind.",Lawrence Central HS,2017,football
70,Braedon Urie,"Purcellville, Va.",Woodgrove HS,2017,football
71,Hayden Mitchell,"Richmond, Va.",St. Christopher's,2017,football
72,Terrell Jana,"Vancouver, B.C.",Woodberry Forest (Va.,2017,football
73,Andrew Yavinsky,"West Palm Beach, Fla.",Oxbridge Academy,2017,football
74,Ross Gardner,"Mechanicsville, Va.",Atlee HS,2017,football
75,Andrew King,"Raleigh, N.C.",Broughton HS,2017,football
76,Justin Zollar,"Mechanicsville, Va.",Atlee HS,2017,football
77,Brian Delaney,"Chantilly, Va.",Westfield HS,2017,football
78,Mandy Alonso,"Miami, Fla.",Gulliver Prep,2017,football
79,Davion Zeno,"Houston, Texas",Heights HS,2017,football
80,Christian Baumgardner,"Longport, N.J.",Ocean City HS,2017,football
81,Riah Burton,"New Castle, Del.",William Penn HS,2017,football
82,A.J. Mejia,"Fairfax, Va.",Paul VI,2017,football
83,CJ Epps,"Chesapeake, Va.",Bishop Sullivan Catholic HS,2017,football
84,John Kirven,"Raleigh, N.C.",Woodberry Forest (Va.,2017,football
85,Ryan Bischoff,"Plymouth, Pa.",Plymouth-Whitemarsh HS,2017,football
86,Cole Blackman,"Glen Allen, Va.",Atlee HS,2017,football
87,Christian Brooks,"Centreville, Va.",Centreville HS,2017,football
88,Isaac Buell,"Knoxville, Tenn.",Knoxville Central HS,2017,football
89,Colin Dixon,"Winston-Salem, N.C.",Episcopal HS,2017,football
90,Tim Harris,"Richmond, Va.",Varina HS,2017,football
91,Tristan Hillerich,"Sarasota, Fla.",Cardinal Mooney HS,2017,football
92,Zain Khokhar,"Arlington, Va.",Wakefield HS,2017,football
93,T.J. Kitts,"Tazewell, Va.",Tazewell HS,2017,football
94,Darious Latimore,"Lawrenceville, Ga.",Central Gwinnett HS,2017,football
95,Mikey McDonald,"Midlothian, Va.",Benedictine College Prep,2017,football
96,Matthew Merrick,"Dallas, Texas",Cistercian Prep,2017,football
97,Gladimir Paul,"Philadelphia, Pa.",Northeast HS,2017,football
98,Christian Pluchino,"Berkeley Heights, N.J.",IMG Academy (Fla.,2017,football
99,Donovan Rolle,"Washington, D.C.",St. Albans School,2017,football
100,Gerrik Vollmer,"Hamburg, Germany",Taft School (Conn.),2017,football
0,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2018,football
1,Joe Reed,"Charlotte Court House, Va.",Randolph-Henry HS,2018,football
2,Bryce Perkins,"Queen Creek, Ariz.",Chandler HS,2018,football
3,Olamide Zaccheaus,"Plainfield, N.J.",St. Joseph's Prep (Pa.),2018,football
4,Tim Harris,"Richmond, Va.",Varina HS,2018,football
5,PK Kier,"Winchester, Va.",Millbrook HS,2018,football
6,Chris Moore,"Ashburn, Va.",Broad Run HS,2018,football
7,Wayne Taulapapa,"Laie, Hawaii",Punahou HS,2018,football
8,Hasise Dubois,"Irvington, N.J.",DePaul Catholic,2018,football
9,Dominic Sheppard,"Miami, Fla.",Gulliver Prep,2018,football
10,Jamari Peacock,"Yulee, Fla.",Yulee HS,2018,football
11,Charles Snowden,"Silver Spring, Md.",St. Albans School,2018,football
12,Chris Peace,"Newport News, Va.",Denbigh HS,2018,football
13,Donovan Rolle,"Washington, D.C.",St. Albans School,2018,football
14,De'Vante Cross,"Allentown, Pa.",Parkland HS,2018,football
15,Richard Burney,"Chesapeake, Va.",Hickory HS,2018,football
16,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2018,football
17,Ben Hogg,"Lynchburg, Va.",Brookville HS,2018,football
18,Chuck Davis,"Fairfax, Va.",Broad Run HS (Fork Union Military Academy),2018,football
19,Nick Grant,"Spotsylvania, Va.",Courtland HS,2018,football
20,Juan Thornhill,"Altavista, Va.",Altavista HS,2018,football
21,Rob Snyder,"Lawrenceville, Ga.",Collins Hill HS,2018,football
22,Heskin Smith,"Brunswick, Ga.",Brunswick HS,2018,football
23,Lamont Atkins,"Burke, Va.",Lake Braddock HS,2018,football
24,Brian Delaney,"Chantilly, Va.",Westfield HS,2018,football
25,Tavares Kelly Jr.,"Miami, Fla.",St. Thomas Aquinas HS,2018,football
26,Brenton Nelson,"Miami, Fla.",DeMatha Catholic (Md.),2018,football
27,Joey Blount,"Atlanta, Ga.",Landmark Christian,2018,football
28,Myles Robinson,"Silver Spring, Md.",Our Lady of Good Counsel,2018,football
29,Chris Sharp,"Burlington, N.J.",The Hun School,2018,football
30,Darrius Bratton,"Roanoke, Va.",William Fleming HS (Fork Union Military Academy),2018,football
31,Darnell Pratt,"Ellicott City, Md.",Our Lady of Good Counsel,2018,football
32,Zane Zandier,"Pittsburgh, Pa.",Thomas Jefferson HS,2018,football
33,Bryce Hall,"Harrisburg, Pa.",Bishop McDevitt HS,2018,football
34,Lindell Stone,"Dallas, Texas",Woodberry Forest (Va.),2018,football
35,Darren Klein,"Crozet, Va.",Western Albemarle HS,2018,football
36,Jordan Mack,"Lithonia, Ga.",Wesleyan HS,2018,football
37,Gladimir Paul,"Philadelphia, Pa.",Northeast HS,2018,football
38,CJ Epps,"Chesapeake, Va.",Bishop Sullivan Catholic HS,2018,football
39,C.J. Stalker,"West Chester, Ohio",Lakota West HS,2018,football
40,Germane Crowell,"Winston-Salem, N.C.",Carver HS,2018,football
41,Noah Taylor,"Silver Spring, Md.",Avalon School,2018,football
42,Elliott Brown,"Odenton, Md.",Flowers HS (Taft School),2018,football
43,Tanner Cowley,"Manasquan, N.J.",Manasquan HS,2018,football
44,Reed Kellam,"Richmond, Va.",Collegiate School,2018,football
45,Evan Butts,"Springfield, Pa.",Episcopal Academy,2018,football
46,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2018,football
47,Coen King,"Culpeper, Va.",Eastern View,2018,football
48,Tommy Christ,"Sterling, Va.",Dominion HS,2018,football
49,Javar Garrett,"Newark, Del.",The Peddie School (N.J.),2018,football
50,Joe Bissinger,"Houston, Texas",Memorial HS,2018,football
51,Grant Misch,"Sterling, Va.",Potomac Falls,2018,football
52,Gerrik Vollmer,"Hamburg, Germany",Taft School (Conn.),2018,football
53,Ryan Nelson,"Buena Park, Calif.",Buena Park HS,2018,football
54,Mikey McDonald,"Midlothian, Va.",Benedictine College Prep,2018,football
55,Olusegun Oluwatimi,"Upper Marlboro, Md.",DeMatha Catholic,2018,football
56,Matt Gahm,"Dallas, Texas",Highland Park HS,2018,football
57,Tucker Finkelston,"Clarksville, Md.",River Hill HS,2018,football
58,T.C. Harrison,"Lawrenceville, Ga.",Collins Hill HS,2018,football
59,Eli Hanback,"Ashland, Va.",Patrick Henry HS,2018,football
60,Dre Bryant,"Charlottesville, Va.",Charlottesville HS,2018,football
61,Colin Dixon,"Winston-Salem, N.C.",Episcopal HS,2018,football
62,Isaac Buell,"Knoxville, Tenn.",Knoxville Central HS,2018,football
63,Lee Dudley,"Richmond, Va.",Woodberry Forest School,2018,football
64,Samson Reed,"Laie, Hawaii",Kahuku HS,2018,football
65,Tyler Fannin,"Hoschton, Ga.",Mill Creek HS,2018,football
66,Jack Keenan,"Arlington, Va.",Gonzaga College HS,2018,football
67,Ben Trent,"Forest, Va.",Jefferson Forest HS,2018,football
68,Ben Knutson,"Granger, Ind.",Penn HS,2018,football
69,Martin Weisz,"West Palm Beach, Fla.",The Benjamin School,2018,football
70,Derek Devine,"Pittsburgh, Pa.",North Allegheny HS,2018,football
71,Dylan Thompson,"Lombard, Ill.",Montini Catholic,2018,football
72,Chris Glaser,"Solon, Ohio",Solon HS,2018,football
73,Bobby Haskins,"Fairfield, Conn.",The Hun School (N.J.),2018,football
74,Marcus Applefield,"Weeki Wachee, Fla.",Weeki Wachee HS,2018,football
75,Ryan Swoboda,"Windermere, Fla.",Windermere Prep,2018,football
76,Ryan Bischoff,"Plymouth, Pa.",Plymouth-Whitemarsh HS,2018,football
77,Jordan Redmond,"Kissimmee, Fla.",Osceola HS,2018,football
78,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2018,football
79,R.J. Proctor,"Bealeton, Va.",Liberty HS,2018,football
80,Dillon Reinkensmeyer,"Highlands Ranch, Colo.",Valor Christian HS,2018,football
81,Billy Kemp IV,"Highland Springs, Va.",Highland Springs HS,2018,football
82,Nash Griffin,"Indianapolis, Ind.",Lawrence Central HS,2018,football
83,Brandon White,"Washington, D.C.",Friendship Collegiate Academy,2018,football
84,Hayden Mitchell,"Richmond, Va.",St. Christopher's,2018,football
85,Terrell Jana,"Vancouver, B.C.",Woodberry Forest (Va.,2018,football
86,Ugo Obasi,"Baltimore, Md.",Milford Mill Academy,2018,football
87,Justin Zollar,"Mechanicsville, Va.",Atlee HS,2018,football
88,Osiris Crutchfield,"Crozet, Va.",Western Albemarle HS,2018,football
89,Hunter Pearson,"Seneca, S.C.",Seneca HS,2018,football
90,Andrew Yavinsky,"West Palm Beach, Fla.",Oxbridge Academy,2018,football
91,Mandy Alonso,"Miami, Fla.",Gulliver Prep,2018,football
92,Perris Jones,"Alexandria, Va.",Episcopal,2018,football
93,Joseph White,"Virginia Beach, Va.",Landstown HS,2018,football
94,Aaron Faumui,"Honolulu, Hawaii",Kapolei,2018,football
95,A.J. Mejia,"Fairfax, Va.",Paul VI,2018,football
96,Cole Lytle,"Yorktown, Va.",York HS,2018,football
97,Brennan Armstrong,"Shelby, Ohio",Shelby HS,2018,football
98,Joe Spaziani,"Hingham, Mass.",Hingham HS,2018,football
99,Jaylon Baker,"Chattanooga, Tenn.",Baylor School,2018,football
100,Parker Chenault,"Hanover, Va.",Hanover HS,2018,football
101,Mark Chichester,"Washington, D.C.",Sidwell Friends School,2018,football
102,Evan Clark,"Richmond, Va.",Collegiate School,2018,football
103,Josh Clifford,"Salem, Va.",Glenvar HS,2018,football
104,Jack Collins,"Austin, Texas",Stephen F. Austin HS,2018,football
105,Dylan Crawford,"Roanoke, Va.",Lord Botetourt HS,2018,football
106,Shane Eilers,"Tampa, Fla.",Jesuit HS,2018,football
107,Tristan Hillerich,"Sarasota, Fla.",Cardinal Mooney HS,2018,football
108,Jerry Horng,"Danville, Va.",George Washington HS,2018,football
109,Zain Khokhar,"Arlington, Va.",Wakefield HS,2018,football
110,T.J. Kitts,"Tazewell, Va.",Tazewell HS,2018,football
111,Micah Mariteragi,"Laie, Hawaii",Kahuku HS,2018,football
112,DaJuan Moore,"Waynesboro, Va.",Waynesboro HS,2018,football
113,Daniel Moore,"Severna Park, Md.",South River HS,2018,football
114,Christian Smith,"Charlottesville, Va.",St. Anne's-Belfield,2018,football
115,Trevor Storm,"Easton, Pa.",Easton Area HS,2018,football
116,Vinnie Vladic,"Rancho Santa Margarita, Calif.",Tesoro HS,2018,football
0,Nick Grant,"Spotsylvania, Va.",Courtland HS,2019,football
1,Joe Reed,"Charlotte Court House, Va.",Randolph-Henry HS,2019,football
2,Bryce Perkins,"Queen Creek, Ariz.",Chandler HS,2019,football
3,Jordan Mack,"Lithonia, Ga.",Wesleyan HS,2019,football
4,Lamont Atkins,"Burke, Va.",Lake Braddock HS,2019,football
5,PK Kier,"Winchester, Va.",Millbrook HS,2019,football
6,Chris Moore,"Ashburn, Va.",Broad Run HS,2019,football
7,Hasise Dubois,"Irvington, N.J.",DePaul Catholic,2019,football
8,Samson Reed,"Laie, Hawaii",Kahuku HS,2019,football
9,Brennan Armstrong,"Shelby, Ohio",Shelby HS,2019,football
10,Charles Snowden,"Silver Spring, Md.",St. Albans School,2019,football
